text,safety,cleanliness
"I decided to come to this car servicing shop after visiting a relative who lives close by. My car's engine oil level was very low and needed to be changed asap, this morning before work. I made sure to ask the front desk worker, ""Amandeep Dhillon"", what type of oil my 2016 Honda CR-V needed before any work was done. He said Mobile 1, 5W-20. Since I don't know much about engine oils, I told him to just give me the best one for my type of car. After some time, I went to check on the mechanic, ""Rakesh Kumar"", to see which oil he put in my car, and he had put in 3 different types of oils. I asked why? And all he said was I can change it for you. With no explanation. The front desk worker had left the area and was in his office, with the door shut. So I said ok to the mechanic - to then change it to 0W-20, which is what I had just researched online. At this point, I was already over my time before heading to work and annoyed that I was not told which oil(s) would be inserted before it was done. After knocking on the office door to speak with Amandeep, he explained to me that the oil I requested was a ""thinner oil"" and that they mix the oils in the cars to make it thicker, depending on the mileage the car has. The mechanic was already pouring out all the oil he had put in. Long story short, Amandeep refused to compensate me the for the lack of communication and wasted extra time. And he recommended I drive all the way back to them, from where I live in Westchester County), for them to put in the correct oil that my car requires. Polite, however dishonest and definitely not the best servicing car shop out there.",Negative,Negative
Love the area and folks here..,None,None
Probably the cheapest fuel in the area (sometimes the prices are rising though). Good staff. Pretty good location.,Positive,Positive
Self service credit and debit is same price,None,None
To be in family and to relax,None,None
"I have been coming to these guys for 3 years for repair service on all my cars from my Jetta to my Mercedes, cool guys they have been doing a good job at the right price.",None,None
"It was clean and people kept their distance which is extremely important. Loved the pier! You can fish, bike, walk, stroll. It's beautiful and right in your own back yard. Take the time to see it!",Positive,Positive
Really nice park to walk around and great place to play tennis if you can get a court!,Positive,Positive
Cheapest gas in Brooklyn so far. And they offer free car wash with gas.,Positive,Positive
"This people are extremely rude and disrespectful. They act as if they wish you would not come into their establishment. Your punishment for patronizing their store,it's prices that don't make sense. I have never being to a business. Where the employee's are doing everything they can. To get you to never come back. If you shop at this SHELL Gas Station. You can expect to be over charge for anything you buy here and treated extremely rudely. Avoid this place at all cause.",Negative,Negative
Always clean and quiet to exercise,Positive,Positive
A lot funny games just too much people children like it,None,None
"Was there for a roller skating event.It was pretty nice and it was at night, park well lit and there was no police presence and nothing went wrong the young and the old was out and everyone one enjoyed themselves",Positive,Positive
"Love this park! Great recreation center too ((when we're not in a pandemic and it's actually open)). Currently 8/10/2020 offering programming for everyone. Fitness classes for adults, games and arts and crafts for children, all outside, at different times throughout the week. WEAR YOUR MASK or we will provide you with one",Positive,Positive
Just stopped for gas nothing,None,None
It is very good recreational place usually there will be more in summer time It continues to provide service for the free COVID19 test,Positive,Positive
Nice skatepark. Better for people that want to do kickflips DONT go in the bowl. (It’s hard to get out of.),None,None
"Small but good, staff is very nice",None,None
A good place to spend the summer,None,None
Friendly people and respectful dogwalkers.,None,None
"Its a place were u can enjoy yourself or with your family and friends. Their are basketball, tennis, and handball courts. The park even has a football and baseball field. The playgrounds are fun for children to hang out and play. Their are roads all over the park to take a nice walk or to get some exercise and on those roads are plenty of benches for you to sit and relax. If you want, some areas can be used for BBQ's and ex. I have been going to this park since I can remember and I've made so many memories their. And that's what I think about the park so visit and enjoy.",None,None
Great if u have alot of cash to spend,Negative,None
"You will have to go through 2 security checkpoints to see the Statue of Liberty. Wear stuff that’s easy to take on & off. One before you get on the boat and the other is at the statue itself. I found it was very crowded in the afternoon. On the way over I didn’t think the boat ride was too crowded. However, on the way back, it was a HUGE security concern because the boat was over capacity & I know there wasn’t enough life vests on it should the boat capsize. There was only 35 children’s vests and I counted 6 kids close to me & I couldn’t see farther back or upstairs. I think they were trying to get everybody off the island because it was Friday, November 23rd and boat patrol people wanted to be out & about. When we were on the pedestal of the Statue of Liberty there is only enough room for maybe 2 deep of people standing in front of each other. Instead, it was 4 deep and I was only able to go through the door when someone brushed past my coat & I had to go back in because it was too claustrophobic. There are food & drinks in the cafeteria but limited seating unless you go outside. When it’s cold out everyone wants to be in so be sure to dress warmly because you may have to eat outside.",Negative,Negative
I love this place. There's no place like Coney.,None,None
Love this park! So beautiful,Positive,Positive
Very educational and the whole family enjoyed it.,None,None
Didn’t believe it at first but gas is over priced way more than other stations. Check price around before stopping here,Negative,Negative
great skating area great atmosphere do enjoy meeting different people from different cultures,None,None
Cheapest gas in Fresh Meadows if you pay cash,None,None
Lowest gasoline prices on the island,None,None
Plain horrible customer service. The building needs to replace the company servicing the parking garage,Negative,Negative
They could keep it a little clearer but OK.. I guess..,None,Negative
Great service. Has a Car was system and vacuuming available.,Positive,Positive
Amazing experience to realize your purpose in the US. Make an impact in the lives of people and let innovation happen.,None,None
Always clean and all the pumps always work,Positive,Positive
"Cool place to take the kids. Front desk staff is helpful, facility is clean. Kids loved it. Could be a bit better maintained though.",Positive,Positive
Saw these charging stations for electric/hybrid cars,None,None
Good little park in the heart of Suburban Queens. Not worth taking public transport to but alright if you're already in the neighborhood,Positive,Positive
Nice clean kids park is clean and safe,Positive,Positive
Mercedes was a very helpful court monitor. Very attentive to the kids and our needs,Positive,Positive
Was expecting a lot worse......,None,None
"Poorly maintained trails and trash everywhere, would not reccommend if you don't live very close.",Negative,Negative
"Beautiful,it`s very important for the history american,or no.",None,None
It's the cheapest gas around,None,None
"5 stars for the Luna Park & ​​Coney Island set. The park itself seems entertaining to spend a good afternoon although on my visit I did not enjoy its attractions due to an early closing time, in September at 8:00 p.m.",None,None
Great service. Most convenient and efficient. You're dripped off with your luggage at your airline. Less expensive than car service and much more convenient.,None,None
"Immense selection. No local liquor store compares. Million different wines from all over the world. The selection of Hungarian wines is near non existent, sadly. Tons of scotch and bourbon is what I usually go for. Prices absolutely competitive, not only locally but nationwide. I wish their special prices/discounts rotate instead of selling the same stuff year long on discounted price. The female staff are always friendly and welcoming, sadly I can't say the same from all their male counterparts. Usually I deduct a point for this but I'm gonna take exception. My to go liquor store at a great location, close to the station. 5*",None,None
Super diverse cultural ... totally New York experience.,None,None
We went on day they had the heatwave. It was miserable. Other than that the expense was good. We couldn't get any ice after a while which was bad because it was hot that day. Gir tothe on the boat was quick. You could they've don't or many a times it was almost worthless.,None,Negative
Great a little bit pricey but overall is a great I personally am a thrill seeker I went on the cyclone and it is the oldest roller coaster in America you should take your kids,None,None
A lovely park - but hard to get a seat on a sunny day!,None,None
"Magnificent +++++. Loving each visit, counting days (hopefully) until we can be back next time :)",Positive,Positive
"amazing view! great cafeteria. giftshop was overpriced, but that's to be expected.",None,None
My dog had a great time <3,None,None
Great place to go for a walk or a run.,None,None
"It's a memorial to the 2983 victims that were lost 19 years ago yesterday. Never forget this tragic day in american history, never forget our firefighters, police, and ems that responded on that day.",None,None
"Lovely mid-sized park with plenty of seating, playground space, and grass areas.",Positive,Positive
It brings family together and reminds us of good memories,None,None
Wow...so beautiful amazing....a great place to see once in a life....if possible I will also visit in real ...than in google,None,None
I had only driven by it.,None,None
One of the lowest price of regular gas,None,None
It's pretty nice but just a lot of people and not good for scooters or skateboards because the paths are so bumpy,None,Negative
A great place in staten island New York,Positive,Positive
"Beautiful park, so close to the city. Peaceful place. I hope they continue making progress in perhaps eliminating old constructions or recovering those that may be possible.",Positive,Positive
Great place you can separate the big dogs from the small dogs,None,None
best spot and price in that area. And high quality service. .,Positive,Positive
Great place to have the dogs rome free in the dog safe area,Positive,Positive
I have visited Triangle on several occasions and yesterday will be the last time..the older Caucasian gentleman (probably the owner) is the rudest person ever. Not only is he rude but also seems to be a bit racist. He has made his last dollar from me. He speaks in a degrading tone and that will not be tolerated when I am paying you my hard earned money.,Negative,Negative
Nice place....seen families smile...that means something to me!!,Positive,Positive
Good location but card wouldn't work at pump...had to pay inside.,None,Negative
"There is a perfect container hotel with 500$ per day boxes. But dont believe 15-min-from WTC walking distance, lol.",None,None
A really cool historical place!,None,None
"This lives up to your expectations, but book well in advance (i.e. plan your trip around) to get to the crown",None,None
"Great place for me to jog or normally play a little Basketball, nothing beats it especially with the weather being nice except maybe the botanical gardens other than that. Great Spot.",None,None
Luckily we started our trip to NYC with a trip to the Statue of Liberty. Loved the free audio tour. My first time so I was glad that we had Pedestal tickets. Go early as the lines get long.,None,None
"Luna park, 30 mins from the city",None,None
"Wow I'm in love with this place! It's only the first park I visited in SF but I was wordless with the view! Such a perfect view of the city when you get up the hill and there is such a lot of room to hang out with friends. And this park is not the biggest in SF! But it's so beautiful that I already visited it twice haha. There were some people but I guess before the outbreak the park had been crowded, such a good place. But I noticed some garbage and it made me sad. Either it should be better maintained or people must be more responsible. But anyway the one could be without another. To conclude, the Mission Dolores park is a must see place for everyone!",Positive,Negative
"Essentially a mall full of hipsters. A few good places to eat, but why is everything so expensive?",None,Negative
Why do parents have to pay also?? The child can’t go there alone... it’s the only carousel I’ve been to that the parent had to buy a ticket as well...,Negative,Negative
You can feel the impact of incidents that are not known in the press,Negative,None
Beautiful place To go with family and friends,Positive,Positive
It is ALMOST DONE WITH CONSTRUCTION!!! WHEN WILL THE PUBLIC BE ALLOWED IN? WHEN IS THE OPENING DATE?,None,None
Tremendous experience and very different from all other carousel.,None,None
"It's large, clean, has a dog park, a track and lots of picnic space. (For a Bonus, the bay is right behind the dog park)",Positive,Positive
Nice place for night life!,None,None
Poor service. Low quality goods. Dirty environment. Only reason to shop there was it’s nearby and not crowded.,Negative,Negative
Best and at least a beautiful service are for all,None,None
"Used the service at LGA, NY. The front desk and the driver were very nice. I was the first one arrived on the shuttle bus at 5am and I was worried that the guy is gonna wait forever for the seat to be filled and I would be late for my flight. But, it left in 5 mins. Same with the return shuttle. I called and someone pick me up in couple of mins. There were only two passenger in shuttle bus. I was told by the driver that my car has been pulled to the front while I was on the return shuttle. A BIG PLUS. The service is definitely beyond my expectation! Keep up the good work and competitive price then I'll use it again for sure. I accidentally booked from 3rd party and I found out I was charged $5 extra for service fee. DO NOT book from 3 party.",Positive,Positive
The gas prices are a bit pricey and over rated,None,None
"Nice place to rest and relax after a big walk on the city, specially on summer time. It's a refreshing place to have a sit.",Positive,Positive
"City Hall Park is situated in a fantastic spot next to two subway lines (4,5,6-Brookln Bridge/City Hall on the Brooklyn Bridge or East side) and the R train on the Broadway side of the park. It's a fast walk downtown to Wall St or the 9/11 museum, or a little bit north to Chinatown. And the entrance to walk across the bridge is right there. Once on Brooklyn side there's a lovely park, a great neighborhood (Dumbo) and the promenade right there in Brooklyn Heights. In summer-between Memorial Day and Labor Day- they play movies in Brooklyn Bridge Park.",None,None
The rides are much better than they used to be and are made for plus size too. Lol,None,None
I think that it should have more activities. But other then that me and my girls had fun.,None,None
Most moving memorial to Irelands famine dead,None,None
Great place to just hangout!,None,None
Such a fun dog run! It has tons of shade and different elevations so your dogs get a nice workout. Lots of regulars so your dogs can make friends.,None,None
Excellent personnel. Treat customers with respect and sympathetic about their car problems. Good work and reasonable charges.,Positive,Positive
It's an average gas station.,None,None
Great location because of proximity to highway and fast food chains. Prob is bottle neck,None,None
"Just something you have to do when in NYC! I got a ferry for about $14 which was well worth it as I got some awesome photos coming up to Ellis Island. Didn't bother to the top of the Statue of Liberty however for me I was happy enough to just walk around it, just see it in person and get some decent photos /selfies!",None,None
"HORRIBLE, A VERY FAITHFUL EXPERIENCE, AS A WOMAN I FEEL MISSED AND HUMILED BY THE PERSON WHO WORKS IN THE MOBILE GAS STATION, STAYS WITH THE CAR, BECAUSE I CONFUSED AND PUT DISEL, CALL THE CRANE AND WAIT, THE WORKER LEAVES AN ELDERLY MAN OF GORRITA, TO THE SCREAMS WITH AND ANOTHER CANOUS MAN WITH A BEAR OF MEDIUM SIZE STATURE, EXPLAIN MY SITUATION THAT I COULD NOT MOVE THE CAR BECAUSE I WAS DISSELVED, AND THROUGH THE SCREAMS WHICH DID NOT INTEREST THAT I HAD TO MOVE THE CAR AS I WAS AND STILL CRYING AND MISSING ME AND THEY DID NOT ALLOW ME TO CLOSE THE DOOR OF THE CAR, I WAS ALONE IN THE CAR. I BELIEVE THAT WE SHOULD HAVE A LITTLE CONSIDERATION AND IT DOES NOT MAKE ANYTHING OR MISSING ANYONE I COULD PUT A QUERELLA IN THE POLICE FOR MALTRATO ALMOST THEY PICK ME, I HAVE BEEN VERY BAD FOR THIS SITUATION, IT IS IN JOCK AND VERY NERVOUS.",Negative,Negative
It is a beautiful and quiet park in Brooklyn. A few steps away is the historic Brooklyn Bridge.,None,None
My dog loves this place. I wish we would have more of those in Brooklyn. It’s amazing to have the opportunity to get our dog exercising and running freely. Thank you so much for this great Dog Run and I hope we will have one in South Williamsburg sooner than later!!!,None,None
"Great rides n fun, but restrooms are petri dish of disaster, omg!",Negative,Negative
"Hotel car parks have become a real business, so much so that you have to pay for the parking, which I think is quite expensive when you are a hotel guest. Otherwise, helpful and attentive staff. Regular shuttles for LaGuardia. From this point of view, it's 5 stars. * * * * *.",Positive,Positive
Having fun with my grandson,None,None
One of my favorite parks in the city. It offers a casual stroll or climb the six stories of stairs for a more vigorous workout. Grilling in summer and sledding in winter. All courtesy of the NYC Park and Rec.,Positive,Positive
The park is clean but bring your own water bottle because there is no water fountain or hose.,Positive,Negative
"Beware this PARKING LOT This 7/11 is great! Manager was so nice! But this review is mainly about the PARKING LOT. In fact I’m here to educate and help everyone because I made this mistake myself today. There’s a MAN who literally STALKS that parking lot who if you step foot off the lot without your car within minutes will have a tow truck ready to take your car. I and my friend, were patrons of BOTH 7/11 and TD bank. Mistakenly, I imagined because my friend spent awhile in TD bank, while I went to 7/11 (where this man literally made eye contact with me) that we can run across to home goods to pick something up. GRANTED I went off the premises, literally 15 minutes, I get it, but mistakenly assumed that because we spent ample time, and money in both those locations we were considered patrons and being gone for such a short time wouldn’t constitute a tow. Probably foolish of me. They wouldn’t even hear me out (naturally) So shame on me HOWEVER... I find it so fascinating this man clearly was stalking me because by the time I got back he seemed to have known my every move and I could hardly get a word in and was getting called unreasonable. Let’s talk unreasonable, MAYBE A NICE THING TO DO, if you’re fully aware of a customer in your lot is bouncing around, is to , I DONT KNOW, TELL THEM they can’t leave the car on the premises even though they especially if you’re WATCHING them leave? Probably A long shot because it’s New York City, and clearly they towing company makes bank that they literally have a SCOUT who stands by literally stalking shoppers. I’m a little naive sometimes when it comes to humanity and fairness but that doesn’t apply in Flatbush brooklyn. Oops. Other Tow guy was nice enough to give us the car back for 68$ :) Anyway! My purpose is to EDUCATE in unknowing shoppers who may innocently make the same mistake, because that guy sure won’t. THERES A SPY FOR THE TOWING COMPANY DO NOT LEAVE THE PREMISES OF THE PARKING LOT NO MATTER HOW LONG YOURE IN THE BUSINESSES, HOW SHORT YOU INTEND TO LEAVE CAR THERE, OR EVEN IF YOU INTEND ON COMING BACK TO THE BUSINESSES OF THIS LOT. Kisses! Keep your eyes peeled and stay following the rules on the road!!",Negative,Negative
"Convenient location for filling up on the way out of the city, but pulling in and out of the spaces onto 96th St can be dangerous. Air available in the western-most stall, but no pressure gauges.",Negative,Negative
Everything beautiful in nature visit with your family,None,None
The place is really nice. Super confusing to get around. Maybe when there are more shops it will be easier to navigate.,None,None
Gas up for trip back to florida,None,None
"Superb and fantastic, very beautiful landscape at the crown",None,None
Large police presence keeps homeless out.,Negative,Negative
Seeing the statue in your own eyes makes a different. Beware of the guys on the way to battery Park telling you it is taking long to get to the liberty island,None,None
"this is really a hidden secret in nyc. been here my whole life and this was my first time there. you get a very rural college campus feeling there while not feeling crowded ever. the kids parks are great for kids, and the slides are a lot of fun. I recommend trying to rent a bike or bringing one with you. the family bikes are great as well.",Positive,Positive
Fun time at sky zone new Rochelle. Would definitely come again.,None,None
Open clean safe in e place to relax,Positive,Positive
It is every young adult’s dream.,None,None
"Very cool Irish Heritage site. Its an unexpected find in Manhattan, its like stepping back in time into an Irish meadow. Best time to visit is probably in the spring and early summer. Free to enter, Be sure to go up to the top Meadow area.",None,None
Gas price is excellent right now. No more NJ if it stays this way....,None,None
"Nice big park but they really need to do over the running teack. A lot of dips, holes and bumps.",Negative,Negative
"I like this park. I come here every summer to do bbqs or just to hang at the pool. My only complaint, a fight breaks out everytime we're there.",Positive,Negative
Free entertainment on Sunday nights !!! What's not to love !!,None,None
A nice park to have a walk.,None,None
When place is fully packed don't expect to have 4G network. So many people using phone that service is slow. Sometimes difficult to find a parking lot due to so many car service drivers.,Negative,Negative
Blue floor to skate is nice,None,Positive
"Must visit place, Pedestal tickets are not worth because we cannot get the glimpse of the statue from there except for the view of NY skyline which we can see better from many places like exchange place etc. Best picture of the statue can be taken only from the ground level so it is not that fun to go to Pedestal. An advantage of buying Pedestal tickets are there is a mesuem which shows pictures and miniatures of how the statue is designed and built which is interesting to see.",None,None
Very nice gas station ok,Positive,Positive
Excellant for biking and just relaxing. Magnificent views.,None,None
On a clear spring day,None,None
Typically good prices for gas. Lots of stalls for fill up. Plenty of room in the back to load up on air or to vaccum. Close to Parkway.,Positive,Positive
I saw the biggest statue in my life & Its memorable part of his my life & it's amazing.,None,None
"There are two separate and independent amusement parks in Coney Island. Tickets and wristbands from one will not work at the other. Both are excellent, and I highly recommend a visit to Coney Island, although I am bias because I work in the area.",None,None
It is a good site that I recommend .... Thank you.. okay,Positive,Positive
The third year my car is here. Satisfied with the quality ! The discount system is also nice.,None,None
Beautiful big park for barbecuing and spending time with the family,Positive,Positive
Very nice place..take time to pre book your tickets online for hastlefree visit..,Positive,Positive
Great for hanging out with family and friends. Perfect place to go for a walk!!,None,None
Can't do Shabbas without challah from Moisha's!,None,None
Nice shopping area in Brooklyn NY,Positive,Positive
"new charges come up after u already have ur confirmation, and ur checking in ur car right before flying so there is no time to argue or change that. they have only 1 shuttle and he has to pick up from all airports so figure in some time when you leave and when you arrive.",Negative,Negative
First impression was scare. The Jamaican men have no idea how to do their job or how to communicate with people. In our returned three days later it took 1 1/2 hour for them to give us our car and pick up us from the airport. Stayyyy awaaaaayyy/yt?/y.,Negative,Negative
Nice and clean and relaxing,Positive,Positive
Great park but was hard visiting it while the Trump administration's immigration policy of caging children and separating them from their families is in affect.,None,Negative
"This is a large business spot in the city it features many places like galleries,restaurants,and lovely gift shops incorporated into this busy plaza it’s a very nice and interesting place much people don’t know about also admiring the view from a far is pretty amazing I would say this place is a pace you or anyone should stop by",None,None
Dont even want to give a star for them but to write a review you have to this place is not the place to stop they steal from.you they took money from my car and when we told the owner he said he has to look at the camaras dont waste your time going there if you do empty your car so they camt steal anything !!!,Negative,Negative
"Cool park. Always lively. Farmers market Monday, Wednesday, Friday and Saturday.",None,None
Great people good location near fdr and will always get your car out on time,Positive,Positive
"Small dog park. It's by the river so there is a nice breeze on a hot day. There is a pool and a hose, no grass or dirt.",Positive,Negative
Such a great time! Ferries were quick and the views were beautiful! Liberty island was warm and full of friendly people :),None,None
It is really inconvenient for people who stop the road and do group dance. Speakers are also used by people who are hungry and disturbing the morning movement and giving stress.,Negative,Negative
"Great rides, but very expensive. Barely any waiting in line (went on a Monday).",None,None
"Such an iconic landmark that just cannot be missed. Walking around outside the statute is a great experience but if you can, book to go inside. It will give you a whole new appreciation for this iconic place. The ferry to the island can be a little difficult with the huge lines but there are plenty of ferries and they leave very regularly",None,None
Great prices on Gas in Town. Serving with a Smile. Thumbs-up,None,None
Sometimes we do cookouts here it a nice place,Positive,Positive
Always a flavor of our politics,None,None
So crowded and so many rude taxi drivers,Negative,Negative
Price here is pretty reasonable in this area.,None,None
Very American which is nice to see. Touch on so much important history. Thank you France.,None,None
It was nice to visit unfortunately couldn't walk up to the pedestal,None,None
Nice place in the Bronx,Positive,Positive
The beautiful scenery is nice.,None,None
Awesome. You can see the foundations of the south tower.,None,None
Awesome site to see up close and not as crowded even on a holiday weekend,Positive,Positive
Car is dirty after wash,Negative,Negative
No one should ever pass up the opportunity to visit this amazing site. There is a gift shop on site so don't forget to grab that special gift for your loved one.,None,None
Beautiful way to get from the east side of Manhattan to Roosevelt Island,None,None
Best green market in nyc,Positive,Positive
"A little spot witha memorial, some space for kids to run around and some benches.",None,Positive
I asked the restaurant for ice and was told they can't do that. I've been to dozens of parks and never was told that. Not even by restaurants. I was paying to put my grandson on your rides we bought merchandise how in the world are u denying me ice. It's not you had any customers. I will never spend another penny in your facilities. That is poir customer service.,Negative,Negative
Nice views of Manhattan skyline. Some shadow under the trees. A nice escape from the crowded city.,None,None
"This place is wonderful. As a proud born New Yorker I gotta say this place definitely beats other amusement parks and theme parks completely. The pier and beach is wonderful they have play areas for children and there is a lot fish in the sea (literally) to catch and eat. The rides, prices and food are all amazing, and you simply cannot beat this place. It is so much, that I highly recommend coming here.",Positive,Positive
Lots of great shops to visit.,None,None
Reliable and fast. Would use them again!,None,None
Such an amazing job at renovating. They’ve got a World Market among many other great spots!,None,None
"So I came to the mechanics here after I woke up and both of my headlights were gone, I'm a female who just got her car, my father used to be a mechanic and he usually takes care of my car but unfortunately he's out of the country so I needed help badly since I also have a baby and couldn't afford a ticket. When I came here I already had light bulbs that I purchased at autozone, when I showed it to them they said that I had the wrong lights, which was completely wrong since I kept the packaging of the previous bulb that my father installed. So I explained that to them and one of their mechanics changes the subject and says ""well I'm going to have to lift your car in order to install the lights and that's a charge right there"" (as if I was asking for free services) but luckily I had some knowledge on how to change the lights since I saw my father previously do it, all he did was pop the hood open, move my filter, unscrew the cap and install the bulbs. So I went on to tell him that lifting up the car is uneccesarry and he responds by saying ""nobody is arguing with you I've been doing this for years"", extremely rude and unprofessional. They walked away from me and left me wondering if they were going to attempt to fix it or not. I was completely annoyed and felt like crap afterwards, this is your job TO HELP PEOPLE WITH THEIR CARS AND you can't even install some stupid headlights? Come on . I went to the next mechanic and he was glad to do it and did both headlights in under 30 min . Something that this stupid place couldn't do . Disgusting .",Negative,Negative
Nice open dog park with plenty of space to run.,Positive,Positive
Too crowded. Not enough parking. But otherwise a great park. Cool playground area for kids. Restrooms. Plenty of room to run around.,Positive,Positive
Not bad at all but could get better. The workers need to clean the windows better,None,Negative
"At the time I was there most recently (March 2018) there was a lot of construction on the grounds. Once complete, there are going to be some new facilities and exhibits -- which will make the experience for visitors even better. Iconic and historic site. Loved it.",None,None
"This is a great place to go with family and friends. It has a rich history and is very well maintained. The food is,as you would expect, pretty expensive but there are many places to eat if you bring your own food. It's a very lovely experience. Not to mention the gift shop is surprisingly varied and beautifully decorated.",Positive,Positive
Nice prices every wine imaginable,None,None
Perfect place for a breather!!,None,None
Super cool new area that has all kinds of variety of food and drinks. Old warehouse buildings are rad.,None,None
Staten island Costco prices less than NJ at times!,None,None
Nice place to spend with the family,Positive,Positive
Love it the park for kids,None,None
"I would of given the park 5 stars if it hadn't been for the zombies. Every corner I turned in this park had the weirdest zombies I'd ever seen. The were all dressed the same in orange tunics or maybe it was a dress, and they all had shaved heads. Most were chanting something about hairy fishnuts! Some of the zombies would get rather excited chanting about their hairy fishnuts and would start to jump up and down and gyrate around! Maybe their fishnute were too hairy. They didnt seem to be eating anyone or chasing anyone but they were still scarey.",None,Negative
Good place for track racing,None,None
Absolutely love the doggy park. I Went there today for the first time and my dog loved it.,None,None
It is a nice park,Positive,Positive
Nice and clean good for exercise,Positive,Positive
"It's a great park, right in my neighborhood. Workers at the park are friendly. It's a great place to do a picnic.",Positive,Positive
"Amazing.... was totally ready for a pee after connecting from Vegas, thankfully this place was open.",Positive,Positive
"SmartPark JFK are excellent. We have been using SmartPark at JFK for years. They are fast, reliant, and always organized. Through the years it has been a pleasure parking with them and getting shuttled back and forth from the JFK airport.",Positive,Positive
First escape room ever and it was so much fun! We did Pandora’s box and look forward to trying their other rooms!,None,None
Great view and positive energy. Children and family oriented place.,None,None
"Its in the Bronx! Very nice, family park, a relaying place!",Positive,Positive
Of the most attractive places in NY.,None,None
They need more signage telling you where the entrances are. Ended up going around the entire lady liberty to make our reservation time and chose the wrong fork in the road because of no signage.,Negative,Negative
"I am a regular customer for either gas or get my car washed, but today and after seeing the place reopened for interior wash, I decided to go for their MINI DETAIL and I can not be more happy with the service and professionalism. My car looks way better than how I got from the dealership. These guys are freaking good!!",Positive,Positive
"Union Square Park has been a cultural epicenter in New York for many years. It is always booming with people, art, culture, and more. Coincidentally walking into a farmers market was the best to see. It is a staple and am so excited to have this in my city.",None,None
"I was so amazed while on the island. I haven't been here since I was kid. Now that I'm a parent whose sharing this experience with my daughter, I couldn't ask for a better place to expose her to that represents Freedom, unity, independence.",None,None
A very busy Park packed with tourist with exciting historical monuments.,None,None
Took a Yoga in Nature class on the lawn. It was great doing yoga outdoors on a beautiful day!,None,None
"Absolutely amazing to be able to go up to the crown, if you can, it's a must, but you need to book months in advance",None,None
Little over crowded since covid but there is alot of trails for better exercise.,None,Positive
Took the kids for a day of fun however very pricey for someone with multiple children and majority of the rides are too small for a 13 yr old to have fun. Nothing seem to work and machines and rides where dirty. Lack of staff to work rides.,Negative,Negative
"The symbol of our nation. Amazing experience. If you want to go up in the crown - book six months in advance AT LEAST. It's booked out until June the last I checked. Also, prepare to CLIMB. Lots and lots and lots of steps. People in front of you get tired and walk slow. Bring water, prepare to spend some time.",None,None
"My students enjoyed playing at the fountain at this little Park area. We went here one day after field trip to have lunch and it was a very warm day, shining bright. there isn't really much shade at this area but the kids enjoyed They have a Fountain area where they were able to throw pennies in and play with the water a little bit.",None,None
You have just got to do it. Go find the Liberty Museum wall and Enjoy. The best bit of trip.,None,None
Nice spot in the middle of a hellish work week.,None,None
The dunkin donuts here are always changing there prices every time you go. No English when you have to speak to them and found hair in my drinks,Negative,Negative
"Poor customer service, after the car wash I need to wash it again because it was still not clean although they didn’t charge for a re-wash",Negative,Negative
Mr. Tate is an outstanding Ranger. Went way out of his way to show my Cadets Staten Island history.,None,None
Very large parking lot with no fees. Great for waiting for arrivals. You can access Terminal 1 Arrivals within five minutes.,Positive,Positive
Oh was great looking at planets,None,None
I won't ever get gas here again,Negative,Negative
Place and people working here are totally ignorant stay away from this gas station,Negative,Negative
Neal is the best mechanic in the area.,None,None
"Have your ID. Know the room #, the name of presenter and the number of people in meeting. Be ready to put bags in scanner.",None,None
Beautiful park nice for everything,Positive,Positive
Small but also very nice park.,None,Positive
Went for drive-through car wash. They did an OK job except for the roof.,Negative,Negative
Easy to get to. Quick pickup friendly service.,None,None
"Nice touristic place to visit, remember to buy with at least 3 months of advance your tickets to get in the museum and the pedestal or crown!",None,None
"Amazing spot no matter the weather. Great place for sledding, bike riding, for tourists, and wedding photos.",Positive,Positive
"Beautiful park, very well kept, clean. Sometimes they have art exhibits. Some traffic noise but not excessive. Cute little playground.",Positive,Positive
It gets a 4 for the options of rides. But it gets a 0 for runtime of the rides. The staff was very nice and helpful. But $8 to be on a ride for less than a minute is ridiculous.,None,None
I really enjoyed the view of the Statue of Liberty from the boat. It was a good first time experience.,None,None
"An excellent shop, with great service and old-world charm. My tire replacement could not have gone better.",None,None
"It's an ok place in brooklyn. if you need gas or a U-haul, they got it.",None,None
Love it ! Feel good place!,Positive,Positive
"I took my 4 year old here, she truly enjoyed herself. Rides were suited for her age.",Positive,Positive
Amazing we went opening day they where so nice after Covid they took us in and gave us one of the best experience in a long time,Positive,Positive
"Many Activities, Free Space , Alot Of Things Around .",None,None
"Don't ever go to this auto body shop, went there to get my car inspection, these guy failed my car because of number plate lights and a break light on top, asking me $70 to change four bulbs and labour or get them fixed from somewhere else and then come back and they will pass my car for addition $10.. these guy are real blackmailers, they will take your car happily as there is no wait time but they will come up will all sort of excuses and they will not help you an anyway, either this way or that way.. BE AWARE OF THESE BLACKMAILERS ... go somewhere else but please don't go to them...",Negative,Negative
Ok I live around there I put gas most of the time there but inside the store guy he is so rude why I don’t no even in garage guy also so rude please no one go over there that store owner he is good guy but employees are so rude,Negative,Negative
"Highly recommend if visiting New York City. The monument is free, but the ferry is just under $20. If planning to visit the crown, you must get a reserve ticket well in advance- they seem to go quickly! The museum on Liberty Island is also nice, just be very aware of the ferry schedules.",None,None
